0	1
Weak to:  Rock  2×  Electric  2×  Ice  2×	
Weak to:	Rock  2×  Electric  2×  Ice  2×
Rock	2×
Electric	2×
Ice	2×
Immune to:  Ground  0×  Ghost  0×	
Immune to:	Ground  0×  Ghost  0×
Ground	0×
Ghost	0×
Resistant to:  Bug  ½×  Grass  ½×	
Resistant to:	Bug  ½×  Grass  ½×
Bug	½×
Grass	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Steel	1×
Fire	1×
Water	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Rock  2×  Electric  2×  Ice  2×	
Weak to:	Rock  2×  Electric  2×  Ice  2×
Rock	2×
Electric	2×
Ice	2×
Immune to:  Ground  0×  Ghost  0×	
Immune to:	Ground  0×  Ghost  0×
Ground	0×
Ghost	0×
Resistant to:  Bug  ½×  Grass  ½×	
Resistant to:	Bug  ½×  Grass  ½×
Bug	½×
Grass	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Dark  1×
Normal	1×
Flying	1×
Rock	1×
Ghost	1×
Steel	1×
Fire	1×
Water	1×
Electric	1×
Ice	1×
Dragon	1×
Dark	1×
Weak to:  Ground  2×  Psychic  2×	
Weak to:	Ground  2×  Psychic  2×
Ground	2×
Psychic	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Poison  ½×  Bug  ½×  Grass  ½×  Fairy  ½×	
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ½×  Grass  ½×  Fairy  ½×
Fighting	½×
Poison	½×
Bug	½×
Grass	½×
Fairy	½×
Notes: In Generation I, the effectiveness of Bug-type moves is 2×.	Notes: In Generation I, the effectiveness of Bug-type moves is 2×.
Notes:	
In Generation I, the effectiveness of Bug-type moves is 2×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Dark  1×
Normal	1×
Flying	1×
Rock	1×
Ghost	1×
Steel	1×
Fire	1×
Water	1×
Electric	1×
Ice	1×
Dragon	1×
Dark	1×
Weak to:  Ground  2×  Psychic  2×	
Weak to:	Ground  2×  Psychic  2×
Ground	2×
Psychic	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Poison  ½×  Bug  ½×  Grass  ½×  Fairy  ½×	
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ½×  Grass  ½×  Fairy  ½×
Fighting	½×
Poison	½×
Bug	½×
Grass	½×
Fairy	½×
Notes: In Generation I, the effectiveness of Bug-type moves is 2×.	Notes: In Generation I, the effectiveness of Bug-type moves is 2×.
Notes:	
In Generation I, the effectiveness of Bug-type moves is 2×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Poison  1×  Rock  1×  Bug  1×  Ghost  1×  Fire  1×  Water  1×  Grass  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Poison  1×  Rock  1×  Bug  1×  Ghost  1×  Fire  1×  Water  1×  Grass  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Poison	1×
Rock	1×
Bug	1×
Ghost	1×
Fire	1×
Water	1×
Grass	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Ground  2×	
Weak to:	Ground  2×
Ground	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Flying  ½×  Steel  ½×  Electric  ½×	
Resistant to:	Flying  ½×  Steel  ½×  Electric  ½×
Flying	½×
Steel	½×
Electric	½×
Notes: If this Pokémon has Lightning Rod, the effectiveness of Electric-type moves is 0×.	Notes: If this Pokémon has Lightning Rod, the effectiveness of Electric-type moves is 0×.
Notes:	
If this Pokémon has Lightning Rod, the effectiveness of Electric-type moves is 0×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Poison  1×  Rock  1×  Bug  1×  Ghost  1×  Fire  1×  Water  1×  Grass  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Poison  1×  Rock  1×  Bug  1×  Ghost  1×  Fire  1×  Water  1×  Grass  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Poison	1×
Rock	1×
Bug	1×
Ghost	1×
Fire	1×
Water	1×
Grass	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Ground  2×	
Weak to:	Ground  2×
Ground	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Flying  ½×  Steel  ½×  Electric  ½×	
Resistant to:	Flying  ½×  Steel  ½×  Electric  ½×
Flying	½×
Steel	½×
Electric	½×
Notes: If this Pokémon has Lightning Rod, the effectiveness of Electric-type moves is 0×.	Notes: If this Pokémon has Lightning Rod, the effectiveness of Electric-type moves is 0×.
Notes:	
If this Pokémon has Lightning Rod, the effectiveness of Electric-type moves is 0×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Ground  1×  Bug  1×  Ghost  1×  Steel  1×  Fire  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Ground  1×  Bug  1×  Ghost  1×  Steel  1×  Fire  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Ground	1×
Bug	1×
Ghost	1×
Steel	1×
Fire	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Water  2×  Grass  2×  Ice  2×	
Weak to:	Water  2×  Grass  2×  Ice  2×
Water	2×
Grass	2×
Ice	2×
Immune to:  Electric  0×	
Immune to:	Electric  0×
Electric	0×
Resistant to:  Poison  ½×  Rock  ½×	
Resistant to:	Poison  ½×  Rock  ½×
Poison	½×
Rock	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Ground  1×  Bug  1×  Ghost  1×  Steel  1×  Fire  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Ground  1×  Bug  1×  Ghost  1×  Steel  1×  Fire  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Ground	1×
Bug	1×
Ghost	1×
Steel	1×
Fire	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Water  2×  Grass  2×  Ice  2×	
Weak to:	Water  2×  Grass  2×  Ice  2×
Water	2×
Grass	2×
Ice	2×
Immune to:  Electric  0×	
Immune to:	Electric  0×
Electric	0×
Resistant to:  Poison  ½×  Rock  ½×	
Resistant to:	Poison  ½×  Rock  ½×
Poison	½×
Rock	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Dark  1×
Normal	1×
Flying	1×
Rock	1×
Ghost	1×
Steel	1×
Fire	1×
Water	1×
Electric	1×
Ice	1×
Dragon	1×
Dark	1×
Weak to:  Ground  2×  Psychic  2×	
Weak to:	Ground  2×  Psychic  2×
Ground	2×
Psychic	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Poison  ½×  Bug  ½×  Grass  ½×  Fairy  ½×	
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ½×  Grass  ½×  Fairy  ½×
Fighting	½×
Poison	½×
Bug	½×
Grass	½×
Fairy	½×
Notes: In Generation I, the effectiveness of Bug-type moves is 2×.	Notes: In Generation I, the effectiveness of Bug-type moves is 2×.
Notes:	
In Generation I, the effectiveness of Bug-type moves is 2×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Dark  1×
Normal	1×
Flying	1×
Rock	1×
Ghost	1×
Steel	1×
Fire	1×
Water	1×
Electric	1×
Ice	1×
Dragon	1×
Dark	1×
Weak to:  Ground  2×  Psychic  2×	
Weak to:	Ground  2×  Psychic  2×
Ground	2×
Psychic	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Poison  ½×  Bug  ½×  Grass  ½×  Fairy  ½×	
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ½×  Grass  ½×  Fairy  ½×
Fighting	½×
Poison	½×
Bug	½×
Grass	½×
Fairy	½×
Notes: In Generation I, the effectiveness of Bug-type moves is 2×.	Notes: In Generation I, the effectiveness of Bug-type moves is 2×.
Notes:	
In Generation I, the effectiveness of Bug-type moves is 2×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Ghost  1×  Steel  1×  Fire  1×  Grass  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Flying  1×  Ghost  1×  Steel  1×  Fire  1×  Grass  1×  Dragon  1×  Dark  1×
Normal	1×
Flying	1×
Ghost	1×
Steel	1×
Fire	1×
Grass	1×
Dragon	1×
Dark	1×
Weak to:  Ground  2×  Water  2×  Psychic  2×  Ice  2×	
Weak to:	Ground  2×  Water  2×  Psychic  2×  Ice  2×
Ground	2×
Water	2×
Psychic	2×
Ice	2×
Immune to:  Electric  0×	
Immune to:	Electric  0×
Electric	0×
Resistant to:  Fighting  ½×  Poison  ¼×  Rock  ½×  Bug  ½×  Fairy  ½×	
Resistant to:	Fighting  ½×  Poison  ¼×  Rock  ½×  Bug  ½×  Fairy  ½×
Fighting	½×
Poison	¼×
Rock	½×
Bug	½×
Fairy	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×. In Generation I, the effectiveness of Bug-type moves is 2×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×. In Generation I, the effectiveness of Bug-type moves is 2×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×. In Generation I, the effectiveness of Bug-type moves is 2×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Dark  1×
Normal	1×
Flying	1×
Rock	1×
Ghost	1×
Steel	1×
Fire	1×
Water	1×
Electric	1×
Ice	1×
Dragon	1×
Dark	1×
Weak to:  Ground  2×  Psychic  2×	
Weak to:	Ground  2×  Psychic  2×
Ground	2×
Psychic	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Poison  ½×  Bug  ½×  Grass  ½×  Fairy  ½×	
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ½×  Grass  ½×  Fairy  ½×
Fighting	½×
Poison	½×
Bug	½×
Grass	½×
Fairy	½×
Notes: In Generation I, the effectiveness of Bug-type moves is 2×.	Notes: In Generation I, the effectiveness of Bug-type moves is 2×.
Notes:	
In Generation I, the effectiveness of Bug-type moves is 2×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Flying  1×  Rock  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Dark  1×
Normal	1×
Flying	1×
Rock	1×
Ghost	1×
Steel	1×
Fire	1×
Water	1×
Electric	1×
Ice	1×
Dragon	1×
Dark	1×
Weak to:  Ground  2×  Psychic  2×	
Weak to:	Ground  2×  Psychic  2×
Ground	2×
Psychic	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Poison  ½×  Bug  ½×  Grass  ½×  Fairy  ½×	
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ½×  Grass  ½×  Fairy  ½×
Fighting	½×
Poison	½×
Bug	½×
Grass	½×
Fairy	½×
Notes: In Generation I, the effectiveness of Bug-type moves is 2×.	Notes: In Generation I, the effectiveness of Bug-type moves is 2×.
Notes:	
In Generation I, the effectiveness of Bug-type moves is 2×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Ghost  1×  Steel  1×  Fire  1×  Grass  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Flying  1×  Ghost  1×  Steel  1×  Fire  1×  Grass  1×  Dragon  1×  Dark  1×
Normal	1×
Flying	1×
Ghost	1×
Steel	1×
Fire	1×
Grass	1×
Dragon	1×
Dark	1×
Weak to:  Ground  2×  Water  2×  Psychic  2×  Ice  2×	
Weak to:	Ground  2×  Water  2×  Psychic  2×  Ice  2×
Ground	2×
Water	2×
Psychic	2×
Ice	2×
Immune to:  Electric  0×	
Immune to:	Electric  0×
Electric	0×
Resistant to:  Fighting  ½×  Poison  ¼×  Rock  ½×  Bug  ½×  Fairy  ½×	
Resistant to:	Fighting  ½×  Poison  ¼×  Rock  ½×  Bug  ½×  Fairy  ½×
Fighting	½×
Poison	¼×
Rock	½×
Bug	½×
Fairy	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×. In Generation I, the effectiveness of Bug-type moves is 2×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×. In Generation I, the effectiveness of Bug-type moves is 2×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×. In Generation I, the effectiveness of Bug-type moves is 2×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Ground  1×  Rock  1×  Ghost  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Ground  1×  Rock  1×  Ghost  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Fairy  1×
Normal	1×
Flying	1×
Ground	1×
Rock	1×
Ghost	1×
Fire	1×
Water	1×
Grass	1×
Electric	1×
Psychic	1×
Ice	1×
Fairy	1×
Weak to:  Poison  2×  Steel  2×	
Weak to:	Poison  2×  Steel  2×
Poison	2×
Steel	2×
Immune to:  Dragon  0×	
Immune to:	Dragon  0×
Dragon	0×
Resistant to:  Fighting  ½×  Bug  ½×  Dark  ½×	
Resistant to:	Fighting  ½×  Bug  ½×  Dark  ½×
Fighting	½×
Bug	½×
Dark	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×. Due to the conversion to Fairy-type , the effectiveness of Ghost-type moves was 0×, Dragon-type , Dark-type , Steel-type , Bug-type and Poison-type moves was 1× and Fighting-type moves was 2× prior to Generation VI.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×. Due to the conversion to Fairy-type , the effectiveness of Ghost-type moves was 0×, Dragon-type , Dark-type , Steel-type , Bug-type and Poison-type moves was 1× and Fighting-type moves was 2× prior to Generation VI.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×. Due to the conversion to Fairy-type , the effectiveness of Ghost-type moves was 0×, Dragon-type , Dark-type , Steel-type , Bug-type and Poison-type moves was 1× and Fighting-type moves was 2× prior to Generation VI.	
