,First_pokemon,Second_pokemon,Winner
728,Chikorita,Skrelp,Chikorita
729,Articuno,Gyarados,Articuno
730,Feraligatr,Hydreigon,Hydreigon
731,Noibat,Rapidash,Rapidash
732,Venonat,Murkrow,Murkrow
733,Gloom,Luvdisc,Gloom
734,Boldore,Combee,Boldore
735,Cubchoo,Volbeat,Volbeat
736,Seviper,Chimecho,Chimecho
737,Arbok,Bellossom,Arbok
738,Luvdisc,Huntail,Huntail
739,Carracosta,Totodile,Totodile
740,Chandelure,Wynaut,Chandelure
741,Spinda,Joltik,Joltik
742,Lickitung,Reshiram,Reshiram
743,Slowpoke,Claydol,Slowpoke
744,Volcarona,Cranidos,Volcarona
745,Prinplup,Darumaka,Darumaka
746,Luvdisc,Palkia,Palkia
747,Shuckle,Yanma,Yanma
748,Hitmonchan,Avalugg,Hitmonchan
749,Nidoking,Snubbull,Nidoking
750,Magnezone,Swadloon,Magnezone
751,Archeops,Machoke,Archeops
752,Unown,Archen,Archen
753,Krokorok,Igglybuff,Krokorok
754,Palpitoad,Shuppet,Palpitoad
755,Snivy,Mienshao,Mienshao
756,Heliolisk,Wynaut,Heliolisk
757,Gabite,Lileep,Gabite
758,Zubat,Kyurem,Kyurem
759,Dwebble,Luxray,Luxray
760,Drowzee,Throh,Throh
761,Mandibuzz,Horsea,Mandibuzz
762,Machoke,Heatmor,Heatmor
763,Jigglypuff,Nincada,Nincada
764,Tympole,Aurorus,Tympole
765,Conkeldurr,Chimecho,Chimecho
766,Gengar,Venonat,Gengar
767,Gogoat,Eelektross,Gogoat
768,Volbeat,Bagon,Volbeat
769,Infernape,Venipede,Infernape
770,Exeggcute,Lotad,Exeggcute
771,Cherubi,Minun,Minun
772,Groudon,Venipede,Groudon
773,Diglett,Zygarde,Zygarde
774,Cascoon,Skarmory,Skarmory
775,Timburr,Lairon,Lairon
776,Wailord,Hydreigon,Hydreigon
777,Togekiss,Crobat,Crobat
778,Croagunk,Rayquaza,Rayquaza
779,Pidgey,Swadloon,Pidgey
780,Volbeat,Scrafty,Volbeat
781,Steelix,Qwilfish,Qwilfish
782,Dratini,Camerupt,Dratini
783,Zapdos,Grovyle,Zapdos
784,Gyarados,Uxie,Uxie
785,Treecko,Helioptile,Helioptile
786,Muk,Terrakion,Terrakion
787,Leavanny,Budew,Leavanny
788,Magnezone,Duosion,Magnezone
789,Palkia,Darumaka,Palkia
790,Primeape,Spheal,Primeape
791,Grovyle,Darumaka,Darumaka
792,Noivern,Lucario,Noivern
793,Gigalith,Aegislash,Aegislash
794,Beautifly,Venonat,Beautifly
795,Machop,Regirock,Regirock
796,Froslass,Ferroseed,Froslass
797,Rampardos,Froslass,Froslass
798,Klang,Feebas,Klang
799,Vespiquen,Aegislash,Aegislash
800,Simisage,Gengar,Gengar
801,Umbreon,Heracross,Heracross
802,Audino,Gastly,Gastly
803,Shellos,Smoochum,Smoochum
804,Quilladin,Octillery,Quilladin
805,Articuno,Mamoswine,Articuno
806,Bulbasaur,Bisharp,Bisharp
807,Baltoy,Swellow,Swellow
808,Eelektrik,Herdier,Herdier
809,Avalugg,Kangaskhan,Kangaskhan
810,Torkoal,Chimchar,Chimchar
811,Regirock,Talonflame,Regirock
812,Misdreavus,Flaaffy,Misdreavus
813,Togekiss,Cobalion,Cobalion
814,Togetic,Hitmonchan,Hitmonchan
815,Granbull,Pansear,Pansear
816,Golem,Gogoat,Gogoat
817,Klink,Altaria,Altaria
818,Tyrunt,Metapod,Tyrunt
819,Herdier,Unown,Herdier
820,Solrock,Pikachu,Pikachu
821,Mewtwo,Shellos,Mewtwo
822,Zweilous,Simipour,Simipour
823,Mewtwo,Mr. Mime,Mewtwo
824,Munchlax,Loudred,Munchlax
825,Beartic,Krookodile,Krookodile
826,Solosis,Dewott,Dewott
827,Swampert,Metagross,Metagross
828,Granbull,Raichu,Raichu
829,Scolipede,Trapinch,Scolipede
830,Deoxys,Crawdaunt,Deoxys
831,Mightyena,Pidgey,Mightyena
832,Volcanion,Kyogre,Kyogre
833,Lucario,Marill,Lucario
834,Murkrow,Anorith,Murkrow
835,Accelgor,Seel,Accelgor
836,Swadloon,Omanyte,Swadloon
837,Mewtwo,Cubchoo,Mewtwo
838,Golett,Floatzel,Floatzel
839,Zangoose,Baltoy,Zangoose
840,Pinsir,Kabutops,Pinsir
841,Pangoro,Houndoom,Houndoom
842,Swampert,Medicham,Medicham
843,Marshtomp,Linoone,Linoone
844,Frillish,Diglett,Diglett
845,Bulbasaur,Serperior,Serperior
846,Heatran,Dragalge,Heatran
847,Staryu,Plusle,Plusle
848,Arcanine,Glaceon,Arcanine
849,Feraligatr,Samurott,Feraligatr
850,Articuno,Rattata,Articuno
851,Surskit,Electrode,Electrode
852,Krabby,Umbreon,Umbreon
853,Charmander,Lickitung,Charmander
854,Totodile,Simipour,Simipour
855,Ludicolo,Metang,Ludicolo
856,Honedge,Mienshao,Mienshao
857,Poochyena,Ninetales,Ninetales
858,Garchomp,Castform,Garchomp
859,Pikachu,Mandibuzz,Pikachu
860,Joltik,Clamperl,Joltik
861,Stunky,Shelmet,Stunky
862,Barboach,Cottonee,Cottonee
863,Spewpa,Delphox,Delphox
864,Tyranitar,Empoleon,Tyranitar
865,Natu,Pidgey,Natu
866,Mankey,Simipour,Simipour
867,Seviper,Kricketot,Seviper
868,Illumise,Azurill,Illumise
869,Rufflet,Pinsir,Pinsir
870,Rayquaza,Golem,Rayquaza
871,Koffing,Floette,Floette
872,Skitty,Shiftry,Shiftry
873,Sableye,Luvdisc,Luvdisc
874,Spiritomb,Ducklett,Ducklett
875,Clauncher,Chatot,Chatot
876,Durant,Watchog,Durant
877,Marill,Shuckle,Marill
878,Butterfree,Venomoth,Venomoth
879,Luxray,Seismitoad,Seismitoad
880,Paras,Charmeleon,Charmeleon
881,Skuntank,Luxray,Skuntank
882,Haunter,Electivire,Electivire
883,Lampent,Starmie,Starmie
884,Bergmite,Snorlax,Snorlax
885,Shaymin,Hawlucha,Hawlucha
886,Zangoose,Illumise,Zangoose
887,Heracross,Relicanth,Heracross
888,Unfezant,Shiftry,Unfezant
889,Quilava,Rampardos,Rampardos
890,Alomomola,Nidoqueen,Nidoqueen
891,Stunfisk,Chesnaught,Chesnaught
892,Roserade,Oshawott,Roserade
893,Illumise,Totodile,Illumise
894,Porygon-Z,Terrakion,Terrakion
895,Mamoswine,Geodude,Mamoswine
896,Swablu,Delibird,Delibird
897,Lombre,Silcoon,Lombre
898,Conkeldurr,Walrein,Walrein
899,Manaphy,Sawk,Manaphy
900,Tornadus,Rayquaza,Tornadus
901,Graveler,Combusken,Combusken
902,Starmie,Weavile,Weavile
903,Crawdaunt,Toxicroak,Toxicroak
904,Yanma,Hitmonlee,Yanma
905,Slowking,Sewaddle,Sewaddle
906,Drapion,Klang,Klang
907,Articuno,Tentacool,Articuno
908,Hippowdon,Braviary,Braviary
909,Flareon,Hypno,Hypno
910,Chandelure,Genesect,Genesect
911,Solosis,Combusken,Combusken
912,Quagsire,Garchomp,Garchomp
913,Barbaracle,Snorunt,Barbaracle
914,Watchog,Darmanitan,Darmanitan
915,Meloetta,Ludicolo,Meloetta
916,Gourgeist,Wobbuffet,Gourgeist
917,Bidoof,Clawitzer,Clawitzer
918,Shedinja,Gengar,Gengar
919,Ivysaur,Thundurus,Thundurus
920,Palpitoad,Mienshao,Mienshao
921,Pyroar,Terrakion,Terrakion
922,Kirlia,Dratini,Dratini
923,Gothitelle,Shroomish,Gothitelle
924,Primeape,Jirachi,Jirachi
925,Beartic,Numel,Beartic
926,Cranidos,Venomoth,Venomoth
927,Dusclops,Piplup,Piplup
928,Nincada,Hitmonlee,Hitmonlee
929,Cacturne,Wingull,Cacturne
930,Weavile,Dragonite,Weavile
931,Mareep,Clauncher,Clauncher
932,Squirtle,Zapdos,Zapdos
933,Aromatisse,Grotle,Grotle
934,Mandibuzz,Quagsire,Mandibuzz
935,Swinub,Clefairy,Swinub
936,Staryu,Snubbull,Snubbull
937,Stantler,Articuno,Articuno
938,Cubchoo,Beldum,Cubchoo
939,Pelipper,Purrloin,Purrloin
940,Herdier,Flygon,Flygon
941,Cresselia,Cubchoo,Cresselia
942,Crobat,Parasect,Crobat
943,Gloom,Mothim,Mothim
944,Galvantula,Snubbull,Galvantula
945,Tepig,Jirachi,Jirachi
946,Bastiodon,Larvitar,Larvitar
947,Alakazam,Ampharos,Alakazam
948,Frillish,Vivillon,Vivillon
949,Onix,Togepi,Onix
950,Bonsly,Baltoy,Baltoy
951,Heatran,Garbodor,Heatran
952,Binacle,Kadabra,Kadabra
953,Piplup,Glaceon,Glaceon
954,Zygarde,Cacturne,Zygarde
955,Krabby,Kyurem,Kyurem
956,Smeargle,Nuzleaf,Smeargle
957,Poliwrath,Scraggy,Poliwrath
958,Mantine,Barboach,Mantine
959,Volcanion,Sentret,Volcanion
960,Lucario,Jynx,Jynx
961,Abra,Zangoose,Zangoose
962,Ekans,Unown,Ekans
963,Deino,Spinda,Spinda
964,Ambipom,Shieldon,Ambipom
965,Altaria,Entei,Entei
966,Prinplup,Groudon,Groudon
967,Altaria,Reshiram,Reshiram
968,Aggron,Forretress,Aggron
969,Kyurem,Croconaw,Kyurem
970,Frogadier,Goomy,Frogadier
971,Mismagius,Slowbro,Mismagius
972,Petilil,Serperior,Serperior
973,Barbaracle,Clawitzer,Barbaracle
974,Shelmet,Barboach,Barboach
975,Kingdra,Mandibuzz,Kingdra
976,Duskull,Politoed,Politoed
977,Noibat,Sylveon,Sylveon
978,Cinccino,Hydreigon,Cinccino
979,Drapion,Cottonee,Drapion
980,Monferno,Charmander,Monferno
981,Volbeat,Shinx,Volbeat
982,Tornadus,Cloyster,Tornadus
983,Cacturne,Helioptile,Helioptile
984,Excadrill,Gyarados,Excadrill
985,Wurmple,Cleffa,Wurmple
986,Uxie,Paras,Uxie
987,Samurott,Politoed,Politoed
988,Ducklett,Absol,Absol
989,Chikorita,Leafeon,Leafeon
990,Seadra,Wailord,Seadra
991,Emolga,Budew,Emolga
992,Feraligatr,Cascoon,Feraligatr
993,Escavalier,Vigoroth,Escavalier
994,Doublade,Inkay,Inkay
995,Moltres,Salamence,Salamence
996,Pangoro,Probopass,Pangoro
997,Growlithe,Kabutops,Kabutops
998,Dedenne,Zekrom,Dedenne
999,Charmeleon,Latias,Latias
1000,Unfezant,Salamence,Salamence
1001,Doduo,Aron,Aron
1002,Larvitar,Ralts,Larvitar
1003,Illumise,Snorlax,Snorlax
1004,Graveler,Grimer,Graveler
1005,Masquerain,Fletchling,Fletchling
1006,Farfetch'd,Wailmer,Wailmer
1007,Druddigon,Gulpin,Druddigon
1008,Bayleef,Huntail,Bayleef
1009,Carracosta,Basculin,Basculin
1010,Dratini,Jumpluff,Jumpluff
1011,Kricketune,Skiploom,Skiploom
1012,Kangaskhan,Drowzee,Kangaskhan
1013,Gliscor,Makuhita,Gliscor
1014,Sewaddle,Volcarona,Volcarona
1015,Swampert,Snubbull,Swampert
1016,Lotad,Kirlia,Kirlia
1017,Happiny,Lucario,Lucario
1018,Simisage,Suicune,Simisage
1019,Fearow,Phione,Fearow
1020,Trevenant,Linoone,Linoone
1021,Reshiram,Steelix,Reshiram
1022,Cherubi,Shaymin,Shaymin
1023,Zebstrika,Krookodile,Krookodile
1024,Chatot,Palkia,Palkia
1025,Darumaka,Sandslash,Sandslash
1026,Frillish,Torkoal,Torkoal
1027,Binacle,Staravia,Staravia
1028,Bisharp,Luvdisc,Bisharp
1029,Deerling,Meowstic,Meowstic
1030,Giratina,Ledian,Giratina
1031,Emboar,Sawk,Sawk
1032,Shinx,Durant,Durant
1033,Hippowdon,Roserade,Roserade
1034,Accelgor,Masquerain,Accelgor
1035,Deerling,Herdier,Deerling
1036,Ducklett,Venipede,Venipede
1037,Boldore,Inkay,Inkay
1038,Walrein,Serperior,Serperior
1039,Reshiram,Goodra,Reshiram
1040,Misdreavus,Ambipom,Ambipom
1041,Druddigon,Dratini,Dratini
1042,Conkeldurr,Mienfoo,Mienfoo
1043,Chingling,Tranquill,Tranquill
1044,Bergmite,Noctowl,Noctowl
1045,Probopass,Ivysaur,Ivysaur
1046,Misdreavus,Lumineon,Lumineon
1047,Vanillish,Registeel,Vanillish
1048,Salamence,Electrode,Electrode
1049,Scyther,Simipour,Scyther
1050,Garbodor,Darmanitan,Darmanitan
1051,Manaphy,Moltres,Manaphy
1052,Jirachi,Spoink,Jirachi
1053,Binacle,Clamperl,Binacle
1054,Carracosta,Drifloon,Carracosta
1055,Huntail,Roselia,Roselia
1056,Krabby,Foongus,Krabby
1057,Gible,Misdreavus,Misdreavus
1058,Sunflora,Rufflet,Rufflet
1059,Vivillon,Frogadier,Frogadier
1060,Pignite,Torchic,Pignite
1061,Gloom,Shellos,Gloom
1062,Ninetales,Metapod,Ninetales
1063,Spiritomb,Beldum,Spiritomb
1064,Galvantula,Barbaracle,Galvantula
1065,Zekrom,Barbaracle,Zekrom
1066,Fletchling,Rotom,Rotom
1067,Igglybuff,NidoranF,NidoranF
1068,Monferno,Cottonee,Monferno
1069,Litwick,Wingull,Wingull
1070,Illumise,Kabuto,Illumise
1071,Snorlax,Noibat,Snorlax
1072,Watchog,NidoranM,Watchog
1073,Illumise,Mawile,Illumise
1074,Zorua,Toxicroak,Toxicroak
1075,Staryu,Unfezant,Unfezant
1076,Emolga,Pelipper,Emolga
1077,Bayleef,Torchic,Bayleef
1078,Butterfree,Nidorino,Butterfree
1079,Mienshao,Meditite,Mienshao
1080,Porygon2,Shinx,Porygon2
1081,Butterfree,Wailord,Butterfree
1082,Sliggoo,Heracross,Heracross
1083,Staraptor,Escavalier,Staraptor
1084,Helioptile,Simipour,Simipour
1085,Roserade,Sneasel,Sneasel
1086,Kakuna,Tirtouga,Tirtouga
1087,Spewpa,Sealeo,Sealeo
1088,Cinccino,Slowpoke,Cinccino
1089,Dwebble,Muk,Dwebble
1090,Wobbuffet,Magmortar,Magmortar
1091,Girafarig,Ferrothorn,Ferrothorn
1092,Noctowl,Swoobat,Swoobat
1093,Bronzor,Petilil,Petilil
1094,Delcatty,Elekid,Elekid
1095,Spinda,Mamoswine,Mamoswine
1096,Huntail,Cryogonal,Cryogonal
1097,Gothorita,Cubone,Gothorita
1098,Weavile,Pumpkaboo,Weavile
1099,Castform,Tynamo,Castform
1100,Girafarig,Machoke,Girafarig
1101,Golurk,Tauros,Tauros
1102,Mr. Mime,Croconaw,Mr. Mime
1103,Starmie,Malamar,Starmie
1104,Shiftry,Plusle,Plusle
1105,Wynaut,Herdier,Herdier
1106,Mr. Mime,Mareep,Mr. Mime
1107,Staraptor,Poochyena,Staraptor
1108,Snover,Magmar,Magmar
1109,Patrat,Tornadus,Tornadus
1110,Misdreavus,Haunter,Haunter
1111,Clawitzer,Vileplume,Clawitzer
1112,Rapidash,Pupitar,Rapidash
1113,Cacturne,Spoink,Spoink
1114,Spheal,Uxie,Uxie
1115,Pansage,Diggersby,Diggersby
1116,Simisear,Unown,Simisear
1117,Cherrim,Nidorina,Cherrim
1118,Kricketune,Remoraid,Remoraid
1119,Porygon,Golbat,Golbat
1120,Skiddo,Rhydon,Skiddo
1121,Swadloon,Fearow,Fearow
1122,Reshiram,Ralts,Reshiram
1123,Abomasnow,Elgyem,Abomasnow
1124,Shroomish,Cherrim,Cherrim
1125,Bellossom,Shuckle,Bellossom
1126,Dewgong,Bibarel,Bibarel
1127,Cascoon,Mienshao,Mienshao
1128,Mightyena,Delcatty,Delcatty
1129,Purugly,Manaphy,Purugly
1130,Octillery,Claydol,Claydol
1131,Politoed,Skorupi,Politoed
1132,Aggron,Meowth,Aggron
1133,Venonat,Delibird,Delibird
1134,Chesnaught,Flabébé,Chesnaught
1135,Woobat,Dugtrio,Dugtrio
1136,Rampardos,Patrat,Rampardos
1137,Porygon-Z,Milotic,Porygon-Z
1138,Latias,Tyrunt,Latias
1139,Lampent,Blastoise,Blastoise
1140,Slurpuff,Purrloin,Slurpuff
1141,Rampardos,Yanmega,Yanmega
1142,Paras,Watchog,Watchog
1143,Florges,Geodude,Florges
1144,Mime Jr.,Linoone,Linoone
1145,Prinplup,Piplup,Prinplup
1146,Phanpy,Cyndaquil,Cyndaquil
1147,Pancham,Mantine,Mantine
1148,Ledian,Kyurem,Kyurem
1149,Cobalion,Buizel,Cobalion
1150,Azurill,Slowking,Slowking
1151,Metagross,Musharna,Metagross
1152,Pansear,Meowth,Meowth
1153,Eelektrik,Gastly,Eelektrik
1154,Leavanny,Kyogre,Leavanny
1155,NidoranM,Shelgon,Shelgon
1156,Masquerain,Riolu,Riolu
1157,Pinsir,Gligar,Gligar
1158,Sandslash,Porygon-Z,Porygon-Z
1159,Octillery,Bunnelby,Bunnelby
1160,Buizel,Crawdaunt,Buizel
1161,Goodra,Misdreavus,Misdreavus
1162,Braixen,Frogadier,Frogadier
1163,Bulbasaur,Heliolisk,Heliolisk
1164,Beheeyem,Emboar,Emboar
1165,Vibrava,Mismagius,Mismagius
1166,Cottonee,Volbeat,Volbeat
1167,Sawk,Beartic,Sawk
1168,Groudon,Litleo,Groudon
1169,Mothim,Meganium,Meganium
1170,Kricketot,Corphish,Corphish
1171,Shinx,Tangrowth,Tangrowth
1172,Darumaka,Excadrill,Excadrill
1173,Phanpy,Mesprit,Mesprit
1174,Floatzel,Carnivine,Floatzel
1175,Zebstrika,Gastly,Zebstrika
1176,Sealeo,Murkrow,Murkrow
1177,Klang,Hitmonlee,Hitmonlee
1178,Diglett,Alomomola,Alomomola
1179,Pignite,Minun,Pignite
1180,Carbink,Durant,Durant
1181,Emolga,Weedle,Emolga
1182,Misdreavus,Roggenrola,Misdreavus
1183,Espurr,Suicune,Suicune
1184,Phantump,Floatzel,Floatzel
1185,Nuzleaf,Nosepass,Nuzleaf
1186,Quilladin,Litwick,Quilladin
1187,Genesect,Cubchoo,Genesect
1188,Palkia,Typhlosion,Typhlosion
1189,Electrike,Gible,Electrike
1190,Serperior,Zygarde,Serperior
1191,Mudkip,Avalugg,Mudkip
1192,Electivire,Sliggoo,Electivire
1193,Jirachi,Absol,Jirachi
1194,Spewpa,Raticate,Raticate
1195,Marowak,Qwilfish,Qwilfish
1196,Aurorus,Victini,Victini
1197,Togekiss,Solrock,Togekiss
1198,Pidove,Accelgor,Accelgor
1199,Frogadier,Golbat,Frogadier
1200,Vulpix,Arbok,Arbok
1201,Caterpie,Sandile,Sandile
1202,Pidgeot,Ivysaur,Pidgeot
1203,Dragalge,Onix,Onix
1204,Shuppet,Pignite,Pignite
1205,Lampent,Croconaw,Croconaw
1206,Misdreavus,Latios,Latios
1207,Glalie,Gardevoir,Gardevoir
1208,Snubbull,Horsea,Horsea
1209,Bastiodon,Sewaddle,Sewaddle
1210,Seviper,Primeape,Primeape
1211,Pidgey,Electivire,Electivire
1212,Alomomola,Feebas,Alomomola
1213,Unown,Kingdra,Kingdra
1214,Reshiram,Noctowl,Reshiram
1215,Virizion,Shieldon,Virizion
1216,Piloswine,Serperior,Serperior
1217,Mankey,Aerodactyl,Aerodactyl
1218,Ponyta,Weepinbell,Ponyta
1219,Scrafty,Skiddo,Scrafty
1220,Zapdos,Watchog,Zapdos
1221,Zapdos,Escavalier,Escavalier
1222,Bayleef,Frillish,Frillish
1223,Gallade,Slugma,Gallade
1224,NidoranM,Ludicolo,Ludicolo
1225,Quagsire,Weedle,Quagsire
1226,Phanpy,Pineco,Phanpy
1227,Cubone,Throh,Throh
1228,Klefki,Hippowdon,Klefki
1229,Jynx,Sneasel,Sneasel
1230,Typhlosion,Goodra,Typhlosion
1231,Metapod,Porygon2,Porygon2
1232,Kingler,Munna,Kingler
1233,Krookodile,Wailord,Krookodile
1234,Ivysaur,Palpitoad,Palpitoad
1235,Lapras,Wormadam,Lapras
1236,Tirtouga,Ralts,Tirtouga
1237,Ninjask,Gyarados,Ninjask
1238,Haxorus,Typhlosion,Typhlosion
1239,Ekans,Cubone,Ekans
1240,Spinarak,Tropius,Tropius
1241,Croconaw,Scraggy,Croconaw
1242,Tropius,Gengar,Gengar
1243,Chesnaught,Latios,Latios
1244,Swinub,Togetic,Togetic
1245,Tangela,Diggersby,Diggersby
1246,Arcanine,Croconaw,Arcanine
1247,Registeel,Zekrom,Zekrom
1248,Seel,Gothita,Gothita
1249,Ferroseed,Amaura,Ferroseed
1250,Cubone,Dialga,Dialga
1251,Pidgeot,Cinccino,Cinccino
1252,Omastar,Horsea,Horsea
1253,Ninetales,Ralts,Ninetales
1254,Azurill,Tropius,Tropius
1255,Shiftry,Nosepass,Shiftry
1256,Spinarak,Horsea,Horsea
1257,Trevenant,Tentacruel,Tentacruel
1258,Smeargle,Staryu,Staryu
1259,Flaaffy,Kyurem,Kyurem
1260,Froakie,Diggersby,Diggersby
1261,Yveltal,Lombre,Yveltal
1262,Bronzong,Druddigon,Druddigon
1263,Regice,Pachirisu,Pachirisu
1264,Feraligatr,Poliwrath,Feraligatr
1265,Shelmet,Whismur,Whismur
1266,Bellsprout,Luxray,Luxray
1267,Yamask,Dewott,Dewott
1268,Exeggcute,Xatu,Xatu
1269,Misdreavus,Goldeen,Misdreavus
1270,Beautifly,Alomomola,Alomomola
1271,Solosis,Petilil,Petilil
1272,Thundurus,Flabébé,Thundurus
1273,Silcoon,Natu,Natu
1274,Giratina,Noctowl,Noctowl
1275,Riolu,Regice,Riolu
1276,Yanmega,Gothita,Yanmega
1277,Voltorb,Duskull,Voltorb
1278,Bellsprout,Murkrow,Murkrow
1279,Remoraid,Roggenrola,Remoraid
1280,Hypno,Pikachu,Pikachu
1281,Grumpig,Slowpoke,Grumpig
1282,Kabuto,Dragonite,Dragonite
1283,Keldeo,Aipom,Keldeo
1284,Gorebyss,Lumineon,Lumineon
1285,Gligar,Zweilous,Gligar
1286,Kecleon,Venomoth,Venomoth
1287,Venonat,Tirtouga,Venonat
1288,Lunatone,Leafeon,Leafeon
1289,Grotle,Bonsly,Grotle
1290,Luxio,Cottonee,Cottonee
1291,Toxicroak,Wurmple,Toxicroak
1292,Lilligant,Froakie,Lilligant
1293,Venomoth,Farfetch'd,Venomoth
1294,Bronzor,Krookodile,Krookodile
1295,Forretress,Larvitar,Larvitar
1296,Azelf,Lucario,Azelf
1297,Drifblim,Mightyena,Drifblim
1298,Metapod,Breloom,Breloom
1299,Cinccino,Shuckle,Cinccino
1300,Garchomp,Jirachi,Garchomp
1301,Croagunk,Muk,Muk
1302,Sawsbuck,Hoopa,Sawsbuck
1303,Tyrunt,Bergmite,Tyrunt
1304,Galvantula,Larvitar,Larvitar
1305,Patrat,Volbeat,Volbeat
1306,Bouffalant,Carracosta,Bouffalant
1307,Octillery,Vileplume,Vileplume
1308,Ivysaur,Emboar,Emboar
1309,Kricketot,Sentret,Kricketot
1310,Spoink,Deoxys,Deoxys
1311,Unfezant,Blaziken,Unfezant
1312,Lickilicky,Slowbro,Lickilicky
1313,Jolteon,Combusken,Jolteon
1314,Crawdaunt,Cryogonal,Cryogonal
1315,Dragonite,Gliscor,Gliscor
1316,Flabébé,Lucario,Lucario
1317,Dratini,Marill,Dratini
1318,Ducklett,Patrat,Ducklett
1319,Chansey,Liepard,Liepard
1320,Hippowdon,Lunatone,Lunatone
1321,Golem,Metang,Metang
1322,Cascoon,Chansey,Cascoon
1323,Frillish,Wormadam,Frillish
1324,Roserade,Kirlia,Roserade
1325,Quilava,Smoochum,Quilava
1326,Pikachu,Cresselia,Pikachu
1327,Makuhita,Roserade,Roserade
1328,Meowth,Jynx,Jynx
1329,Sunkern,Gloom,Gloom
1330,Staravia,Sigilyph,Sigilyph
1331,Patrat,Noibat,Noibat
1332,Whirlipede,Meloetta,Meloetta
1333,Cranidos,Slowbro,Cranidos
1334,Swampert,Kirlia,Swampert
1335,Pyroar,Fletchling,Pyroar
1336,Tyrunt,Quilava,Quilava
1337,Mienfoo,Skuntank,Skuntank
1338,Cryogonal,Floette,Cryogonal
1339,Silcoon,Sewaddle,Sewaddle
1340,Galvantula,Graveler,Graveler
1341,Klink,Swampert,Swampert
1342,Klefki,Dwebble,Klefki
1343,Tornadus,Dwebble,Tornadus
1344,Mime Jr.,Bisharp,Bisharp
1345,Spearow,Skitty,Spearow
1346,Mienfoo,Vanilluxe,Vanilluxe
1347,Terrakion,Pinsir,Terrakion
1348,Lapras,Clefable,Clefable
1349,Wobbuffet,Magcargo,Wobbuffet
1350,Slaking,Fraxure,Slaking
1351,Ho-oh,Scizor,Ho-oh
1352,Xatu,Wooper,Xatu
1353,Pelipper,Miltank,Miltank
1354,Meditite,Pancham,Meditite
1355,Relicanth,Heracross,Heracross
1356,Sharpedo,Ferroseed,Sharpedo
1357,Alakazam,Butterfree,Alakazam
1358,Volcanion,Seviper,Volcanion
1359,Slakoth,Mismagius,Mismagius
1360,Mankey,Shellos,Mankey
1361,Barbaracle,Omanyte,Barbaracle
1362,Noivern,Horsea,Noivern
1363,Phantump,Gothita,Gothita
1364,Hoppip,Axew,Axew
1365,Stoutland,Mothim,Stoutland
1366,Loudred,Buneary,Buneary
1367,Krabby,Dedenne,Dedenne
1368,Groudon,Doduo,Groudon
1369,Flareon,Darumaka,Flareon
1370,Swinub,Electrike,Electrike
1371,Tangrowth,Glalie,Glalie
1372,Axew,Tyrantrum,Tyrantrum
1373,Scraggy,Roserade,Roserade
1374,Stoutland,Frogadier,Frogadier
1375,Weezing,Toxicroak,Toxicroak
1376,Grumpig,Reshiram,Reshiram
1377,Palkia,Rhyperior,Palkia
1378,Slowbro,Torkoal,Slowbro
1379,Gogoat,Omanyte,Gogoat
1380,Glalie,Breloom,Glalie
1381,Tangrowth,Stunfisk,Tangrowth
1382,Qwilfish,Vulpix,Qwilfish
1383,Unfezant,Shellder,Unfezant
1384,Wurmple,Manaphy,Manaphy
1385,Clamperl,Persian,Persian
1386,Fennekin,Espurr,Espurr
1387,Linoone,Azelf,Azelf
1388,Rampardos,Bouffalant,Rampardos
1389,Remoraid,Floette,Remoraid
1390,Sharpedo,Sunkern,Sharpedo
1391,Durant,Magmar,Durant
1392,Heatran,Mienshao,Mienshao
1393,Tyrantrum,Klinklang,Klinklang
1394,Beautifly,Remoraid,Remoraid
1395,Munna,Furfrou,Furfrou
1396,Lileep,Fearow,Fearow
1397,Vileplume,Sigilyph,Sigilyph
1398,Eelektross,Gengar,Gengar
1399,Scrafty,Ekans,Scrafty
1400,Forretress,Altaria,Altaria
1401,Staraptor,Mankey,Staraptor
1402,Munna,Gogoat,Gogoat
1403,Abra,Lumineon,Lumineon
1404,Seedot,Ekans,Ekans
1405,Watchog,Breloom,Watchog
1406,Nosepass,Regice,Regice
1407,Clawitzer,Drapion,Drapion
1408,Excadrill,Tyrogue,Excadrill
1409,Murkrow,Heliolisk,Heliolisk
1410,Quilladin,Ducklett,Quilladin
1411,Geodude,Pupitar,Pupitar
1412,Starly,Emboar,Emboar
1413,Cubone,Kakuna,Kakuna
1414,Carracosta,Krokorok,Krokorok
1415,Snorunt,Dusclops,Snorunt
1416,Nidorina,Bidoof,Nidorina
1417,Gourgeist,Shuppet,Gourgeist
1418,Pikachu,Charmeleon,Pikachu
1419,Bastiodon,Venonat,Venonat
1420,Aromatisse,Ekans,Ekans
1421,Torterra,Drapion,Drapion
1422,Barbaracle,Treecko,Treecko
1423,Zangoose,Porygon2,Zangoose
1424,Landorus,Finneon,Landorus
1425,Starmie,Volbeat,Starmie
1426,Monferno,Scizor,Monferno
1427,Medicham,Grotle,Medicham
1428,Bastiodon,Weepinbell,Weepinbell
1429,Tornadus,Kingdra,Tornadus
1430,Gulpin,Drifblim,Drifblim
1431,Liepard,Electabuzz,Liepard
1432,Lanturn,Regigigas,Regigigas
1433,Kingler,Cloyster,Kingler
1434,Claydol,Leafeon,Leafeon
1435,Prinplup,Swoobat,Swoobat
1436,Binacle,Chatot,Chatot
